"ID","Empathy_Factor","NegAffect_Factor","PosAffect_Factor","LifeSatTransf_Factor","Floor","Age","Gender_bin","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","Race_7","Race_8","Race_9","Race_cat","Major_recode","Major_BySchool","Rlgn","PolPrty","FinclAid","Born_bin","YearsUS","CtznStatus_bin","Siblings","FatherEd_recode","MotherEd_recode","FmlyIncome","FmlyStatus","IRI_PT","IRI_EC","IRI_PD","PosEmp_avg","LTES_avg","PSA_avg","IRQ_TN","IRQ_TP","IRQ_EN","IRQ_EP","IRQ_TOTAL","NTB_avg","SSS_Stnfrd","MCSDS_avg","PANAS_PosAvg","PANAS_NegAvg","BFI_e","BFI_a","BFI_c","BFI_n","BFI_o","NPI15_avg","BAS_reward","BAS_fun","BAS_drive","BAS_avg","BIS_avg","Loneliness_avg","SWLS_avg","SHS_avg","PSS_avg","STAI_MEAN","CESD_avg","HPS_avg","RSQ_avg","RSQ_Brood","RSQ_Ponder","Hlth_Time0","SleepHrs_Time0","Rested_Time0","Exercise_Time0","Alcohol_Time0","AlchAmt_Time0","dorm","time","inDegreeQ1","outDegreeFullQ1","outDegreeQ1","numReciprocalQ1","pageRankQ1","neighborhood2inQ1","neighborhood2outQ1","authorityScoreQ1","hubScoreQ1","betweennessCentralityQ1","closenessCentralityQ1","localClusteringCoefficientQ1","inDegreeQ2","outDegreeFullQ2","outDegreeQ2","numReciprocalQ2","pageRankQ2","neighborhood2inQ2","neighborhood2outQ2","authorityScoreQ2","hubScoreQ2","betweennessCentralityQ2","closenessCentralityQ2","localClusteringCoefficientQ2","inDegreeQ3","outDegreeFullQ3","outDegreeQ3","numReciprocalQ3","pageRankQ3","neighborhood2inQ3","neighborhood2outQ3","authorityScoreQ3","hubScoreQ3","betweennessCentralityQ3","closenessCentralityQ3","localClusteringCoefficientQ3","inDegreeQ4","outDegreeFullQ4","outDegreeQ4","numReciprocalQ4","pageRankQ4","neighborhood2inQ4","neighborhood2outQ4","authorityScoreQ4","hubScoreQ4","betweennessCentralityQ4","closenessCentralityQ4","localClusteringCoefficientQ4","inDegreeQ5","outDegreeFullQ5","outDegreeQ5","numReciprocalQ5","pageRankQ5","neighborhood2inQ5","neighborhood2outQ5","authorityScoreQ5","hubScoreQ5","betweennessCentralityQ5","closenessCentralityQ5","localClusteringCoefficientQ5","inDegreeQ6","outDegreeFullQ6","outDegreeQ6","numReciprocalQ6","pageRankQ6","neighborhood2inQ6","neighborhood2outQ6","authorityScoreQ6","hubScoreQ6","betweennessCentralityQ6","closenessCentralityQ6","localClusteringCoefficientQ6","inDegreeQ7","outDegreeFullQ7","outDegreeQ7","numReciprocalQ7","pageRankQ7","neighborhood2inQ7","neighborhood2outQ7","authorityScoreQ7","hubScoreQ7","betweennessCentralityQ7","closenessCentralityQ7","localClusteringCoefficientQ7","inDegreeQ8","outDegreeFullQ8","outDegreeQ8","numReciprocalQ8","pageRankQ8","neighborhood2inQ8","neighborhood2outQ8","authorityScoreQ8","hubScoreQ8","betweennessCentralityQ8","closenessCentralityQ8","localClusteringCoefficientQ8","inDegreeQ9","outDegreeFullQ9","outDegreeQ9","numReciprocalQ9","pageRankQ9","neighborhood2inQ9","neighborhood2outQ9","authorityScoreQ9","hubScoreQ9","betweennessCentralityQ9","closenessCentralityQ9","localClusteringCoefficientQ9","dormTimeInteraction","timeFactor","timeFactor01","timeFactor12","timeFactor02"
11,7.19,4.01,1.81,10.7,3,18,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,47,9,7,2,0,1,18,1,0,4,4,9,25.79,18.048,37.587,24.744,3.5949,0.32576,4.1292,14.132,91.638,907.48,1481.1,328.82,4.3168,8.4592,0.68157,3.8528,0.60243,1.4163,4.9825,2.9398,1.2386,3.1123,2.1958,4.8938,2.2854,1.7129,2.8861,3.6183,0.82843,37.283,9.0162,0.97602,0.69348,0.23142,0.35238,NA,NA,NA,4.9286,1.9459,0,0.69315,0.69315,1.6094,"TWinter",0,4,6,3,3,0.0192714224531653,5,5,1.18927631653139e-05,5.95033466137458e-06,0.00012569130216189,0.0235400633770937,0.238095238095238,5,3,3,3,0.0280172948345443,10,5,0,1.30221299072374e-16,0.010369532428356,0.0208083233293317,0.142857142857143,6,2,2,2,0.0820571500420931,16,4,0.347758679768632,0.0355450529044464,0.0196078431372549,0.0199923106497501,0.178571428571429,4,4,3,2,0.0374038702302534,9,8,0.455321362760758,0.0159353879325477,0.0358220211161388,0.0226480836236934,0.0476190476190476,5,6,4,4,0.0343260094022145,12,11,0.303601430268397,0.253699224322379,0.117647058823529,0.0237226277372263,0.111111111111111,5,2,2,2,0.0783597387036223,10,3,0.0891142113024798,0.00340643271570838,0.0248868778280543,0.0196078431372549,0.0952380952380952,5,2,2,1,0.0315613189534038,12,6,0.227072260718628,0.0121724342977992,0.0775986676721971,0.0456140350877193,0.142857142857143,3,4,3,0,0.00751985277006129,6,8,0.300981420060583,0.214222068047383,0.0548014077425842,0.0443307757885763,0.2,5,3,3,0,0.0384551205578618,13,5,0.631363281697088,0.482270665599614,0.00761689291101056,0.029495178672717,0.142857142857143,"TWinter.0","0","0",NA,"0"
12,5.3,3.33,2.08,8.31,1,19,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,2,1,2,3,1,1,19,1,3,3,4,7,25.79,11.031,23.259,18.183,4.5147,1.2393,3.6826,11.643,111.51,751.61,971.24,297.18,2.7789,5.2557,0.38103,3.8528,0.71357,2.0846,4.9825,2.4225,1.4982,3.9889,3.2289,6.3804,3.3666,2.0304,3.7855,2.6655,0.98112,34.743,7.7486,0.89491,0.69348,0.35646,0.48012,NA,NA,NA,4.9286,1.8718,1.6094,0.69315,0,0,"TWinter",0,1,7,2,1,0.00427760331195499,3,11,0.0267074980562143,0.0722592941113138,0.000952836756004177,0.0572687224669604,0,1,6,1,1,0.00997958021675181,3,3,0.00359500753296551,0.0016757706854413,0,0.0561555075593952,0,1,5,1,1,0.0308100617296746,3,2,2.40170833493217e-17,0.00436889352074178,0,0.0192307692307692,0,0,5,1,0,0.00428029102716711,1,3,1.60066802186769e-17,5.23413568178907e-06,0,0.0414012738853503,NA,1,5,1,1,0.0310113948090244,3,2,3.86612677277225e-17,2.58702095754678e-05,0,0.0192307692307692,0,0,5,0,0,0.00353610843614967,1,1,2.01144247397623e-18,7.77218891907719e-18,0,0.0188679245283019,NA,0,3,0,0,0.00359581847540595,1,1,9.55311958040687e-19,0,0,0.0188679245283019,NA,0,4,1,0,0.00307196762848006,1,2,2.91723586315036e-17,0.0103072229432093,0,0.0192307692307692,NA,2,3,1,0,0.0187185326172765,6,9,0.0982715468123052,0.208481539727102,0.00879839115133233,0.0295286768881317,0,"TWinter.0","0","0",NA,"0"
13,6.12,3.06,2.16,9.49,1,18,0,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,0,1,18,1,1,4,2,NA,19.959,18.048,26.366,15.021,3.3721,3.9504,3.462,11.643,91.638,827.44,1210,297.18,3.5307,10.159,0.45648,5.5583,0.47933,2.1942,4.3022,3.2014,1.4132,3.8401,1.963,4.2207,3.3666,1.7129,3.0587,2.6655,0.78935,23.531,9.0162,0.6441,0.66528,0.20048,0.33722,NA,NA,NA,2.9153,1.9459,1.0986,0.69315,0,0,"TWinter",0,11,8,6,5,0.0457062176066944,30,14,0.750676027937558,0.991012895865223,0.0323623565139402,0.0575858250276855,0.169117647058824,11,8,5,5,0.0535665162003731,31,15,0.786600902358145,0.741667492524278,0.0537828456946104,0.0601851851851852,0.2,2,6,4,1,0.0129956420844653,6,11,0.00184501535064285,0.02339799641089,0.0394042232277526,0.0586907449209932,0.266666666666667,6,4,2,2,0.054882713260101,12,6,2.0468259066505e-05,4.56781620620142e-06,0.076860231271996,0.0324594257178527,0.178571428571429,7,8,5,4,0.0306886795841543,18,15,0.00911525836028894,0.00821715541498118,0.111485981338922,0.131979695431472,0.151515151515152,6,8,3,3,0.0246103620420664,14,8,1,0.506917855757046,0.0147687280040221,0.0493827160493827,0.166666666666667,4,1,0,0,0.0179629711229823,11,1,0.613907258231913,0,0,0.0188679245283019,0.5,4,3,2,0,0.0332878267971693,18,8,0.421588601571853,0.280475563694732,0.0534188034188034,0.0439932318104907,0.533333333333333,0,1,1,0,0.00722931826167272,1,2,0,0.0470988238341336,0,0.0192307692307692,NA,"TWinter.0","0","0",NA,"0"
14,7.2,2.6,1.94,5.31,1,18,0,NA,1,NA,NA,NA,NA,1,NA,NA,NA,22,2,0,2,1,1,18,1,1,4,3,7,19.959,25.217,31.113,10.458,2.9359,4.205,4.6972,12.273,61.839,751.61,1210,275.08,2.633,8.4592,0.45648,4.317,0.4124,1.7529,2.8362,3.4648,1.5819,3.9889,1.7326,4.2207,3.3666,1.4031,2.8861,2.6655,0.74988,10.488,3.3535,0.97602,0.89437,0.33475,0.36733,NA,NA,NA,4.9286,2.0794,1.6094,0.69315,0.69315,1.6094,"TWinter",0,6,5,4,4,0.0206141581786516,22,18,0.330136500141096,0.305220623312438,0.0519146514621628,0.0585585585585586,0.133333333333333,4,6,5,3,0.0172626551389392,15,17,0.0889662289897429,0.317413599274186,0.050570698364816,0.0616113744075829,0.111111111111111,3,5,4,3,0.023203735325536,10,13,0.0131820572896458,0.0619588578097464,0.148001508295626,0.0638820638820639,0.0476190476190476,2,4,3,2,0.0186687642981314,5,8,2.19693705161789e-06,1.32808917989272e-05,0.028657616892911,0.0272822665267576,0,3,8,5,2,0.0114451835197741,7,15,0.000815128914332067,0.00676569985313505,0.0636563599798894,0.134366925064599,0.107142857142857,3,5,4,2,0.0219594973520919,12,17,0.223652733227301,0.0644517402477192,0.103469079939668,0.0523138832997988,0.0476190476190476,4,2,2,2,0.0440921310012094,15,8,0.172321979615586,0.370013989624839,0.0794117647058823,0.0462633451957295,0.0666666666666667,1,4,3,1,0.00428646645834427,2,12,0.0801188422095737,0.265648475743029,0.00477626948215183,0.0489181561618062,0,0,3,1,0,0.00722931826167272,1,7,0,0.0618861866076112,0,0.0303561004086398,NA,"TWinter.0","0","0",NA,"0"
15,7.78,4.17,2.58,2.66,2,18,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,45,7,NA,2,1,1,18,1,3,2,3,2,1.423,26.424,34.331,23.077,5.2332,3.1723,3.462,14.742,98.103,827.44,1341.4,328.82,3.5307,5.2557,0.22942,7.4828,1.4696,2.736,4.7524,3.2014,1.6644,3.5457,3.7176,7.1943,3.9627,2.6868,4.5699,3.6183,1.5448,9.2553,5.4092,2.086,1.0807,0.62838,0.57018,NA,NA,NA,4.9286,1.9459,1.6094,0.69315,0,0,"TWinter",0,6,8,7,6,0.0158343931063083,19,21,0.267822918451407,0.338982447390286,0.0443685807656396,0.0589569160997732,0.0897435897435897,5,8,6,5,0.0183315909744319,14,20,0.177607668975359,0.137453668313719,0.0500731702937585,0.0619785458879619,0.109090909090909,4,8,7,4,0.0173579916653566,7,18,0.0315511627744854,0.420892521726405,0.157396933132227,0.0694259012016021,0.0545454545454545,3,6,5,3,0.01843292263102,7,12,0.000158022795700628,0.000128896662431488,0.0560583207642031,0.0424143556280587,0.0714285714285714,5,5,4,4,0.0213524993361574,10,10,0.00185930173645774,0.000643362984086296,0.0984838690721044,0.124401913875598,0.0833333333333333,2,5,4,1,0.0119958824963543,9,11,0.0202299255807985,0.0747332064638326,0.0569758672699849,0.0509304603330069,0.0666666666666667,0,3,2,0,0.00359581847540595,1,6,1.91062391608137e-18,0.0529341901585921,0,0.048689138576779,0,4,3,2,2,0.0113212336129499,8,6,0.297692365816411,0.0994670258399353,0.000377073906485671,0.0438079191238416,0.266666666666667,0,2,2,0,0.00722931826167272,1,5,0,0.0112089489762461,0,0.0312124849939976,0,"TWinter.0","0","0",NA,"0"
16,4.62,3.32,2.28,5.22,3,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,38,4,2,2,0,0,0.5,1,2,4,4,9,25.79,12.187,18.696,18.183,2.5125,3.4343,2.8118,6.3368,56.408,177.26,971.24,179.29,3.2257,3.77,0.30534,3.4076,0.9522,2.95,2.8362,1.539,1.4132,2.0095,2.2739,4.8938,3.9627,2.3552,3.7855,1.788,1.0184,11.806,7.1387,1.5894,0.87135,0.52764,0.50661,NA,NA,NA,7.2464,2.0794,0,0.69315,0.69315,2.3979,"TWinter",0,4,7,4,4,0.020397244383419,5,6,1.18790479386665e-05,6.09151437152026e-06,0.009175465057818,0.0236256247160382,0.178571428571429,4,4,3,3,0.0269042553292566,6,6,0,8.68141993815825e-17,0.00471342383107089,0.0208166533226581,0.19047619047619,4,3,2,2,0.0561050996856215,12,4,0.0996519487275747,0.10283062605934,0.0143288084464555,0.0199923106497501,0.266666666666667,4,4,3,3,0.0483265039821095,10,7,0.0558281679852651,0.117421643116959,0.0622171945701357,0.0226283724978242,0.0476190476190476,5,2,2,2,0.0303582031501274,10,7,0.149490176733553,0.0631125932952516,0.158119658119658,0.0236578707916288,0.19047619047619,3,1,1,1,0.0393437408607951,6,3,0.012475250253943,0.0229683636794884,0,0.0196004523181304,0.333333333333333,3,2,1,1,0.0195564171173485,6,3,0.0408430214967473,0.0630618635524123,0,0.0443686006825939,0.333333333333333,5,2,1,1,0.0391356142790926,7,2,0.164442231409498,0,0.0150829562594268,0.0192307692307692,0.133333333333333,5,1,1,0,0.0331687594278235,7,9,0.236431823233148,0.208481539727102,0.0369783810960282,0.0303738317757009,0,"TWinter.0","0","0",NA,"0"
17,6.84,3.12,2.02,6.4,2,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,4,1,0,3,1,1,18,1,0,4,3,1,19.959,19.233,32.717,18.183,4.0492,3.1723,3.6826,11.007,91.638,827.44,1210,292.72,3.6853,3.77,0.68157,6.9113,0.26525,1.5291,4.2469,4.2654,0.77071,3.6923,2.118,3.594,1.8019,2.0304,2.5522,2.2168,0.78935,32.303,6.5452,1.1349,0.2007,0.37682,0.19044,NA,NA,NA,7.2464,1.9459,1.7918,0.69315,0.69315,0.69315,"TWinter",0,6,8,6,6,0.0264566573204578,9,7,0.000454082167725542,0.00100669294315082,0.00480769230769231,0.0212765957446809,0.196969696969697,4,8,6,4,0.0111958679649529,6,8,0,0,0.00348793363499246,0.0237010027347311,0.266666666666667,4,4,3,2,0.0380741111269506,7,7,0.654853822797509,0.627546455078987,0.0482654600301659,0.0226283724978242,0.476190476190476,3,5,3,1,0.015633571449031,5,6,0.775160796254817,0.62377348180478,0.000377073906485671,0.0258064516129032,0.533333333333333,4,6,4,3,0.0205499472832005,8,8,0.83620906638276,0.737177353074636,0,0.0236794171220401,0.357142857142857,4,7,4,3,0.0383527125497214,7,6,1.58323708088804e-16,5.79577863138797e-16,0.00465057817998994,0.0208249899879856,0.285714285714286,2,4,3,1,0.0159499278185048,6,5,0.0738862752387551,0.19763158527086,0.00735294117647059,0.0208083233293317,0.5,2,7,4,0,0.0151127574648234,7,7,0.0439552572345374,0.103532961563492,0.00150829562594268,0.0212591986917416,0.733333333333333,5,3,0,0,0.0462361407419584,18,1,0.751996914333473,1.18507384047481e-16,0,0.0188679245283019,0.2,"TWinter.0","0","0",NA,"0"
18,4.97,3.38,2.34,6.7,1,19,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,1,1,0,1,19,1,2,4,4,NA,32.295,16.866,15.728,18.183,3.8206,2.2309,3.2433,9.7142,67.451,489.25,1210,244.86,3.9985,8.4592,0.22942,4.7999,0.76537,2.8432,2.8362,3.2014,1.4132,3.6923,2.8272,4.8938,3.3666,2.3552,3.5983,2.2168,1.0922,10.488,4.3439,0.89491,0.66528,0.39597,0.59462,NA,NA,NA,2.9153,2.0149,1.6094,0.69315,0.69315,2.3979,"TWinter",0,1,8,4,1,0.00716460311072181,5,8,5.91774125659754e-07,0.000102062288527673,0.0105580693815988,0.0236902050113895,0.3,1,8,4,1,0.0107213779072742,5,6,0,0,0.00150829562594268,0.0208249899879856,0.3,0,8,5,0,0.00387222682321501,1,6,5.27308177818792e-18,0.146427046339069,0,0.0208333333333333,0.4,1,8,3,1,0.0179728004887648,5,7,0.0399435288587666,0.121187709434429,0.0135746606334842,0.0226283724978242,0.166666666666667,1,8,4,1,0.0158953692011026,6,8,0.0140227728588236,0.207037443587827,0.0295374560080442,0.0236902050113895,0.3,0,8,3,0,0.00353610843614967,1,6,3.31098353464294e-17,0.027739536952986,0,0.0230803373280071,0.333333333333333,0,8,3,0,0.00359581847540595,1,5,0,0.0798467167861889,0,0.048689138576779,0.333333333333333,0,8,3,0,0.00307196762848006,1,8,4.65973519286283e-17,0.117515432769094,0,0.0649188514357054,0.333333333333333,9,8,7,3,0.11102349953877,24,12,0.937523130678434,0.757245079723861,0.110030165912519,0.0298165137614679,0.075,"TWinter.0","0","0",NA,"0"
19,6.04,3.57,1.63,1.65,2,19,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,41,5,0,2,1,1,19,1,2,4,3,5,10.371,16.866,27.937,16.592,2.5125,3.1723,3.5721,12.898,73.24,679.94,1086.7,279.46,3.5307,2.38,0.45648,3.4076,1.1134,0.8425,3.6526,2.1671,2.2104,2.8291,1.3542,3.0136,3.3666,2.0304,2.8861,2.897,0.82843,6.0532,1.619,1.7345,1.0807,0.59693,0.41099,NA,NA,NA,4.9286,1.9459,1.3863,0.69315,0.69315,1.3863,"TWinter",0,5,8,6,5,0.0199424057165279,8,7,0.000433034137642034,0.00101160063438923,0.000282805429864253,0.0212765957446809,0.236363636363636,4,8,6,4,0.0100828284596652,6,8,0,0,0.000534188034188034,0.0237010027347311,0.266666666666667,3,8,5,3,0.0148019331334398,5,7,0.572909800665041,0.942202901835991,9.42684766214178e-05,0.0226480836236934,0.357142857142857,2,8,5,2,0.0116572614618448,5,7,0.484360140923492,0.892048510875077,0.000314228255404726,0.0259610584123814,0.380952380952381,4,8,6,4,0.0241836879615621,8,8,0.729778164047083,1,0.00113122171945701,0.0237010027347311,0.244444444444444,3,8,5,3,0.0251792788379019,5,6,3.59826609292735e-17,5.48249329996159e-16,0.000879839115133233,0.0208333333333333,0.285714285714286,2,8,5,2,0.0309565072203367,6,6,0.0554694489066974,0.234106898055857,0.0189793866264455,0.0208333333333333,0.333333333333333,3,8,6,3,0.0263622314993394,7,7,0.0501488528040012,0.11887668599665,0.00377073906485671,0.0212765957446809,0.305555555555556,3,7,3,2,0.0183501368186758,7,13,0.531404839153284,0.303468720808944,0.00662393162393162,0.0297653119633658,0.133333333333333,"TWinter.0","0","0",NA,"0"
20,6.55,2.53,2.38,11.64,3,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,1,2,0,1,18,1,1,4,4,9,25.79,16.866,31.113,11.953,4.7516,3.4343,3.5721,15.948,104.73,991.8,1786,365.94,2.9264,10.159,0.30534,4.7999,0.47933,2.736,4.7524,2.0402,0.77071,3.5457,2.8272,6.3804,5.2623,2.0304,4.3685,1.9998,0.58781,34.743,9.6733,0.89491,0.32858,0.26009,0.29046,NA,NA,NA,2.9153,1.8718,1.3863,0.69315,0.69315,2.0794,"TWinter",0,5,8,7,4,0.0228894703433139,28,23,0.29445961057371,0.800539763715786,0.0408485336935563,0.0589569160997732,0.0909090909090909,4,8,7,3,0.0240744272447822,22,18,0.254740766945357,0.893011935966289,0.0470995643789761,0.0617577197149644,0.181818181818182,5,7,6,3,0.0327589914071388,13,13,0.0383232500996707,0.167835389015953,0.16556686777275,0.0616113744075829,0.0727272727272727,3,4,2,1,0.030774766672401,8,7,2.30101888627255e-05,0.014746102406751,0.0720211161387632,0.0226283724978242,0.1,3,5,2,1,0.0153251256998136,14,7,0.00296330495286384,0.0320164638321046,0.179304682245859,0.123809523809524,0.1,4,8,4,2,0.0355932201542585,17,14,0.111443868311882,0.309662215035799,0.110708898944193,0.051792828685259,0.107142857142857,6,8,4,1,0.027007351234874,12,15,0.614521046438135,0.644880466858386,0.136422197083962,0.046973803071364,0.0666666666666667,2,8,8,2,0.0213826642014856,9,22,0.108457669083767,1,0.124082453494218,0.0456942003514939,0.133333333333333,3,6,5,2,0.0320548691600462,12,13,0.278296733082765,0.75006366893877,0.0239064856711916,0.0297994269340974,0.142857142857143,"TWinter.0","0","0",NA,"0"
21,4.18,3.57,2.28,6.01,2,18,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,47,9,0,2,1,1,18,1,1,4,4,8,19.959,7.6014,17.204,16.592,3.5949,3.4343,3.0265,9.0569,98.103,751.61,1086.7,275.08,3.8412,5.2557,0.15323,4.317,1.1505,2.3034,3.6526,2.2945,1.8256,2.6893,2.3523,7.1943,4.5948,3.0248,4.9835,3.6183,1.2005,25.578,4.8674,1.4412,0.93888,0.51647,0.33722,NA,NA,NA,4.9286,2.0794,1.7918,0.69315,0.69315,0.69315,"TWinter",0,7,8,6,6,0.0240482462228471,25,21,0.392597283108516,0.514451116158299,0.0353009086606372,0.0588235294117647,0.153846153846154,6,8,6,5,0.0339048768725712,23,18,0.20239513420204,0.351707264973876,0.0868902339490575,0.0616844602609727,0.121212121212121,3,6,4,2,0.0178430506419729,11,10,0.0225442346181687,0.0415084435204477,0.167797888386124,0.0668380462724936,0.142857142857143,1,6,4,1,0.00678968841490606,3,9,0.000118655176530111,0.000414410279643701,0.00282805429864253,0.0414673046251994,0.2,6,8,6,5,0.0355638948610734,15,14,0.00234248437486786,0.00303376252807813,0.111203216717923,0.135064935064935,0.121212121212121,4,6,3,2,0.0261783002852487,11,11,0.19137401173297,0.0579711182857929,0.0547134238310709,0.0516385302879841,0.19047619047619,3,4,3,1,0.0524392956955292,11,8,0.129295521026813,0.200240503127977,0.0728821015585722,0.0456140350877193,0.2,3,5,2,0,0.00806253479465904,9,11,0.284550831273878,0.189211549648218,0.0428544494720965,0.0447889750215332,0.2,0,2,2,0,0.00722931826167272,1,10,0,0.362774120118348,0,0.0306423099587507,0,"TWinter.0","0","0",NA,"0"
22,6.68,3.53,2.1,8.2,2,18,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,5,1,0,2,0,1,18,1,2,4,4,9,32.295,16.866,34.331,16.592,3.1524,1.8133,3.3524,12.273,79.204,827.44,670.62,270.71,3.3775,8.4592,0.38103,4.5562,0.86251,1.7529,4.7524,2.5511,2.0594,4.5943,2.3523,7.1943,3.9627,2.3552,4.3685,3.8674,0.90548,23.531,4.3439,1.5157,0.84779,0.37682,0.39663,NA,NA,NA,2.9153,2.0794,1.3863,0,0.69315,0.69315,"TWinter",0,5,8,7,5,0.0201190785282132,16,20,0.227364039339029,0.621449091341129,0.0401395633861697,0.0588235294117647,0.136363636363636,4,5,4,2,0.0178253498909874,13,11,0.124742491251151,0.0836554450738547,0.0268792209968681,0.0603948896631823,0.214285714285714,1,3,2,0,0.00766387508463426,5,7,0.00890559452578745,0.0303893175347124,0.0203619909502262,0.0654088050314465,0.333333333333333,0,2,1,0,0.00428029102716711,1,3,1.60066802186769e-17,6.70100984621811e-08,0,0.0199769496734537,NA,3,5,5,2,0.0175707929157707,10,12,0.00162773371185501,0.00100263433847841,0.0397053110288404,0.133676092544987,0.178571428571429,0,8,3,0,0.00353610843614967,1,10,3.31098353464294e-17,0.0523033863487689,0,0.0535530381050463,0,1,5,2,0,0.00763750201123902,7,7,0.20126181572852,0.286807272191308,0.0150829562594268,0.0461401952085182,0.333333333333333,0,8,8,0,0.00307196762848006,1,23,2.33378869052029e-16,0.529658014447088,0,0.0704607046070461,0.142857142857143,1,5,4,0,0.0123524026300793,4,11,0.0448481760766374,0.654243638325198,0.0052790346907994,0.0298165137614679,0.4,"TWinter.0","0","0",NA,"0"
23,8.35,2.28,2.68,8.31,2,18,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,47,9,NA,2,1,1,18,1,0,4,4,9,19.959,28.846,35.954,7.5593,5.7249,4.9562,4.242,17.138,98.103,991.8,1786,370.65,3.9985,5.2557,0.45648,5.301,0.47933,3.2685,6.1807,3.73,0.46174,3.9889,1.8091,8.0554,5.2623,3.7185,5.8524,3.3735,0.37439,32.303,10.345,0.46968,0.24516,0,0.38208,NA,NA,NA,2.9153,2.0794,1.7918,0.69315,0,0,"TWinter",0,3,3,2,2,0.0121301048433719,9,9,0.0716536651337142,0.0772313329926058,0.0149069884364002,0.0566448801742919,0,2,5,2,2,0.0108285769325826,6,7,0.0117421971300114,0.0424121526532754,0.000282805429864253,0.058361391694725,0.166666666666667,2,1,1,1,0.0137378788791404,4,3,0.0128489660329527,0,0.0111865258924082,0.0612485276796231,0,2,2,1,1,0.0152448721515541,3,3,3.0543235462064e-07,0,0.000754147812971342,0.0196004523181304,0,2,1,1,1,0.0173606155651476,7,3,0.000268015434770723,5.71956612892765e-05,0,0.0970149253731343,0.333333333333333,2,4,1,1,0.0349926280108948,4,2,0.0120577635065973,0.00444051824057058,0.000377073906485671,0.0192307692307692,0,2,2,1,1,0.0174974615073664,5,3,0.0959911989936892,0,0.00691302161890397,0.042483660130719,0,3,2,1,1,0.0194719136951809,8,3,0.188455597031628,0.0157381339270579,0.000188536953242836,0.0411392405063291,0.333333333333333,2,1,0,0,0.0255271000105754,12,1,0.171178741781566,7.40671150296754e-17,0,0.0188679245283019,0,"TWinter.0","0","0",NA,"0"
24,5.09,3.34,2.19,8.25,1,18,0,NA,1,NA,NA,NA,NA,NA,NA,NA,2,47,9,0,2,0,1,18,1,0,4,4,9,25.79,13.349,20.203,19.796,4.0492,1.2393,4.242,9.7142,104.73,548.83,1086.7,270.71,4.3168,8.4592,0.15323,4.7999,0.86251,2.0846,2.4505,1.539,0.77071,3.1123,2.3523,4.8938,4.5948,2.6868,4.1706,1.3804,0.74988,19.722,7.1387,0.89491,0.51101,0.20048,0.42517,NA,NA,NA,2.9153,2.0794,1.9459,0,0,0,"TWinter",0,5,5,4,2,0.0221591535471743,22,10,0.31709265824412,0.74325169859069,0.00492919389978213,0.0564603691639522,0.305555555555556,5,5,4,2,0.0202071134102093,17,11,0.321001626787508,0.573106493040983,0.00693864958570841,0.0582959641255605,0.333333333333333,0,1,1,0,0.00387222682321501,1,5,1.44683696223153e-17,0.00176470031362028,0,0.0594285714285714,NA,0,1,1,0,0.00428029102716711,1,3,1.60066802186769e-17,2.67896531796892e-06,0,0.0325610519724483,NA,2,5,4,1,0.0115543007717611,13,11,0.00208597616486681,0.0077697206545594,0.0243078000430942,0.125301204819277,0.466666666666667,1,5,3,0,0.0057101695989767,4,9,0.120311068404728,0.680141978172324,0.00211161387631976,0.049618320610687,0.833333333333333,0,1,1,0,0.00359581847540595,1,4,9.55311958040687e-19,0.146342723419668,0,0.0463045414069457,NA,6,2,1,1,0.0448747713120567,20,5,0.503763133725105,0.204481617243811,0.0029851684263449,0.0422420796100731,0.333333333333333,3,1,0,0,0.0299281239892989,13,1,0.211799264481874,2.96268460118702e-17,0,0.0188679245283019,0,"TWinter.0","0","0",NA,"0"
